,Date,Number Caught,Species
594,2016-05-31 00:00:00,1,mud snail
595,2016-05-31 00:00:00,1,whelk snail
596,2016-05-31 00:00:00,3,glass shrimp
597,2016-05-31 00:00:00,2,green crab
598,2016-05-31 00:00:00,~20,asian shore crab
599,2016-05-31 00:00:00,~6,mussel
600,2016-05-31 00:00:00,~50,comb jelly
601,2016-06-01 00:00:00,2,atlantic silverside
602,2016-06-01 00:00:00,1,atlantic tomcod
603,2016-06-01 00:00:00,1,northern pipefish
604,2016-06-01 00:00:00,5,asian shore crab
605,2016-06-01 00:00:00,1,blue crab
606,2016-06-01 00:00:00,2,mussel
607,2016-06-01 00:00:00,25,comb jelly
608,2016-06-01 00:00:00,1,unidentified shrimp
609,2016-06-01 00:00:00,2,mud snail
612,2016-06-01 00:00:00,1,sandworm
613,2016-06-04 00:00:00,72,atlantic silverside
614,2016-06-04 00:00:00,80,comb jelly
615,2016-06-04 00:00:00,1,atlantic tomcod
616,2016-06-04 00:00:00,11,striped bass
617,2016-06-04 00:00:00,2,green crab
619,2016-06-04 00:00:00,7,asian shore crab
620,2016-06-04 00:00:00,1,sandworm
621,2016-06-04 00:00:00,2,northern pipefish
622,2016-06-04 00:00:00,4 clusters,tunicate
623,2016-06-04 00:00:00,1,blue crab
624,2016-06-04 00:00:00,8,mud snail
625,2016-06-04 00:00:00,11,unidentified shrimp
626,2016-06-04 00:00:00,2,moon jelly
627,2016-06-14 00:00:00,1,atlantic tomcod
628,2016-06-14 00:00:00,75,comb jelly
629,2016-06-14 00:00:00,4,asian shore crab
630,2016-06-15 00:00:00,1,atlantic silverside
631,2016-06-15 00:00:00,1,striped bass
632,2016-06-15 00:00:00,2,northern pipefish
633,2016-06-15 00:00:00,1,sand shrimp
634,2016-06-15 00:00:00,200,comb jelly
635,2016-06-15 00:00:00,1,asian shore crab
636,2016-07-01 00:00:00,1,lady crab
637,2016-07-01 00:00:00,1,asian shore crab
638,2016-07-01 00:00:00,10,comb jelly
639,2016-07-13 00:00:00,6,comb jelly
640,2016-07-13 00:00:00,1,blue crab
641,2016-07-13 00:00:00,28,atlantic menhaden
642,2016-07-16 00:00:00,1,shore shrimp
643,2016-07-16 00:00:00,1,sand shrimp
644,2016-07-16 00:00:00,1,unidentified hermit crab
645,2016-07-16 00:00:00,1,summer flounder
646,2016-07-16 00:00:00,1,windowpane flounder
647,2016-07-16 00:00:00,1,asian shore crab
648,2016-07-16 00:00:00,1,blue crab
649,2016-07-16 00:00:00,1,sea robin
650,2016-07-28 00:00:00,6,atlantic silverside
651,2016-07-28 00:00:00,1,black sea bass
652,2016-07-28 00:00:00,45,comb jelly
653,2016-07-28 00:00:00,1,blue crab
654,2016-07-28 00:00:00,1,lady crab
655,2016-07-28 00:00:00,2,winter flounder
656,2016-07-28 00:00:00,1,mud snail
657,2016-07-29 00:00:00,2,blue crab
658,2016-07-29 00:00:00,1,mud crab
659,2016-07-29 00:00:00,1,asian shore crab
660,2016-07-29 00:00:00,1,green crab
661,2016-07-29 00:00:00,2,atlantic silverside
662,2016-07-29 00:00:00,2,western mosquito fish
663,2016-07-29 00:00:00,10+,amphipod
664,2016-07-29 00:00:00,1,mud snail
665,2016-07-29 00:00:00,20+,comb jelly
666,2016-08-12 00:00:00,14,atlantic silverside
667,2016-08-12 00:00:00,1,porgy
668,2016-08-12 00:00:00,1,winter flounder
669,2016-08-12 00:00:00,1,green crab
670,2016-08-12 00:00:00,3,shore shrimp
671,2016-08-12 00:00:00,2,mussel
672,2016-08-12 00:00:00,1,blue crab
673,2016-08-12 00:00:00,1,unidentified fish
674,2016-08-12 00:00:00,1,cunner
675,2016-08-12 00:00:00,50,comb jelly
676,2016-08-13 00:00:00,11,atlantic silverside
677,2016-08-13 00:00:00,5,shore shrimp
678,2016-08-13 00:00:00,6,mud snail
679,2016-08-13 00:00:00,1,unidentified mussel
680,2016-08-13 00:00:00,1,cunner
681,2016-08-13 00:00:00,1,northern sea robin
682,2016-08-13 00:00:00,1,porgy
683,2016-08-13 00:00:00,1,northern pipefish
684,2016-08-13 00:00:00,1,lady crab
685,2016-08-13 00:00:00,1,blue crab
686,2016-08-13 00:00:00,1,winter flounder
687,2016-08-13 00:00:00,1,northern kingfish
688,2016-08-13 00:00:00,25,comb jelly
689,2016-08-13 00:00:00,10,black sea bass
690,2016-08-13 00:00:00,2,porgy
691,2016-08-13 00:00:00,50,comb jelly
692,2016-09-18 00:00:00,2,black sea bass
693,2016-09-18 00:00:00,1,cunner
694,2016-09-18 00:00:00,3,porgy
695,2016-09-18 00:00:00,7,atlantic silverside
696,2016-09-18 00:00:00,1,silver perch
697,2016-09-18 00:00:00,6,atlantic menhaden
698,2016-09-18 00:00:00,1,tautog
699,2016-09-18 00:00:00,1,striped bass
700,2016-09-18 00:00:00,Too Many To Count,comb jelly
701,2016-09-18 00:00:00,Did Not Count,asian shore crab
702,2016-09-18 00:00:00,1,blue crab
703,2016-09-18 00:00:00,22,atlantic silverside
704,2016-09-18 00:00:00,1,seaboard goby
705,2016-09-18 00:00:00,1,spider crab
706,2016-09-18 00:00:00,1,mud snail
707,2016-09-18 00:00:00,Too Many To Count,comb jelly
708,2016-09-18 00:00:00,2,oyster toadfish
709,2016-09-18 00:00:00,4,black sea bass
710,2016-09-18 00:00:00,2,striped bass
711,2016-09-19 00:00:00,1,striped bass
712,2016-09-19 00:00:00,1,sea robin
713,2016-09-19 00:00:00,12,bay anchovy
714,2016-09-19 00:00:00,21,atlantic silverside
715,2016-09-19 00:00:00,32,atlantic menhaden
716,2016-09-19 00:00:00,4,green crab
717,2016-09-19 00:00:00,3,shore shrimp
718,2016-09-19 00:00:00,2,blue crab
719,2016-09-19 00:00:00,Too Many To Count,comb jelly
720,2016-09-19 00:00:00,23,mud snail
721,2016-09-19 00:00:00,1,american eel
722,2016-09-19 00:00:00,63,mud snail
723,2016-09-19 00:00:00,1,oyster drill snail
724,2016-09-19 00:00:00,1,asian shore crab
725,2016-09-19 00:00:00,1,red beard sponge
726,2016-09-19 00:00:00,Too Many To Count,eastern oyster
727,2016-09-19 00:00:00,1,black sea bass
728,2016-09-19 00:00:00,1,porgy
729,2016-09-19 00:00:00,1,spider crab
730,2016-09-19 00:00:00,Too Many To Count,comb jelly
731,2016-09-19 00:00:00,3,black sea bass
732,2016-09-19 00:00:00,2,shore shrimp
733,2016-09-19 00:00:00,2,black fingered mud crab
734,2016-09-19 00:00:00,Too Many To Count,golden star tunicate
735,2016-09-19 00:00:00,Too Many To Count,tunicate
736,2016-09-19 00:00:00,1,sandworm
737,2016-09-19 00:00:00,Too Many To Count,amphipod
738,2016-09-19 00:00:00,1,blue crab
739,2016-09-19 00:00:00,1,naked goby
740,2016-09-19 00:00:00,1,cunner
741,2016-09-19 00:00:00,21,atlantic silverside
742,2016-09-19 00:00:00,2,northern kingfish
743,2016-09-19 00:00:00,3,bay anchovy
744,2016-09-19 00:00:00,1,mole crab
745,2016-09-19 00:00:00,Too Many To Count,comb jelly
746,2016-09-25 00:00:00,4,mud snail
747,2016-09-25 00:00:00,1,cunner
748,2016-09-25 00:00:00,Too Many To Count,comb jelly
749,2016-09-25 00:00:00,1,bay anchovy
750,2016-09-25 00:00:00,10,atlantic silverside
751,2016-09-25 00:00:00,2,blue mussel
752,2016-09-25 00:00:00,2,asian shore crab
753,2016-09-25 00:00:00,1,mud crab
754,2016-09-25 00:00:00,1,blue crab
755,2016-09-25 00:00:00,1,winter flounder
756,2017-06-03 00:00:00,TMTC,comb jelly
757,2017-06-03 00:00:00,1,atlantic menhaden
758,2017-06-03 00:00:00,14,blueback herring
759,2017-06-03 00:00:00,1,american shad
760,2017-06-03 00:00:00,1,striped bass
761,2017-06-03 00:00:00,2,shore shrimp
762,2017-06-03 00:00:00,3,mud snail
763,2017-06-03 00:00:00,1,oyster drill snail
764,2017-06-03 00:00:00,1,blue crab
765,2017-06-03 00:00:00,2,asian shore crab
766,2017-06-03 00:00:00,unknown,unidentified snail eggs
767,2017-06-09 00:00:00,38,blueback herring
768,2017-06-09 00:00:00,20,comb jelly
769,2017-06-09 00:00:00,1,striped bass
770,2017-06-09 00:00:00,1,bay anchovy
771,2017-06-09 00:00:00,2,northern pipefish
772,2017-06-09 00:00:00,16,sand shrimp
773,2017-06-09 00:00:00,1,asian shore crab
774,2017-06-09 00:00:00,1,glass shrimp
775,2017-06-09 00:00:00,2,mud snail
776,2017-06-10 00:00:00,5,blueback herring
777,2017-06-10 00:00:00,1,northern pipefish
778,2017-06-10 00:00:00,2?,blue crab
779,2017-06-10 00:00:00,3,asian shore crab
780,2017-06-10 00:00:00,2,sand shrimp
781,2017-06-10 00:00:00,7,sand shrimp
782,2017-06-10 00:00:00,6,mud snail
783,2017-06-10 00:00:00,7,oyster drill snail
784,2017-06-10 00:00:00,2,unidentified mussel
785,2017-06-10 00:00:00,1,moon jelly
786,2017-06-10 00:00:00,TMTC,comb jelly
787,2017-06-10 00:00:00,TMTC,sea squirt
788,2017-06-10 00:00:00,1,sandworm
789,2017-06-18 00:00:00,20 +,comb jelly
790,2017-06-18 00:00:00,23,blueback herring
791,2017-06-18 00:00:00,2,mud snail
792,2017-06-18 00:00:00,1,lady crab
793,2017-06-18 00:00:00,1,sand shrimp
794,2017-06-18 00:00:00,2,asian shore crab
795,2017-06-18 00:00:00,1,sand shrimp
796,2017-06-18 00:00:00,1,moon jelly
797,2017-06-25 00:00:00,25,sand shrimp
798,2017-06-25 00:00:00,2,winter flounder
799,2017-06-25 00:00:00,5,comb jelly
800,2017-06-25 00:00:00,1,mud crab
801,2017-06-25 00:00:00,1,blue crab
802,2017-06-25 00:00:00,1,unidentified herring
803,2017-07-06 00:00:00,TMTC,comb jelly
804,2017-07-06 00:00:00,1,oyster toadfish
805,2017-07-06 00:00:00,1,tautog
806,2017-07-06 00:00:00,4,unidentified herring
807,2017-07-06 00:00:00,3,mud snail
808,2017-07-06 00:00:00,2,oyster drill snail
809,2017-07-06 00:00:00,1,atlantic menhaden
810,2017-07-06 00:00:00,1,shore shrimp
811,2017-07-15 00:00:00,5,alewife
812,2017-07-15 00:00:00,1,blue crab
813,2017-07-15 00:00:00,TMTC,comb jelly
814,2017-07-15 00:00:00,2,shore shrimp
815,2017-07-15 00:00:00,2,moon jelly
816,2017-07-15 00:00:00,1,bluefish
817,2017-07-15 00:00:00,5,atlantic silverside
818,2017-07-15 00:00:00,,american eel
819,2017-07-15 00:00:00,,tautog
820,2017-07-15 00:00:00,,black sea bass
821,2017-07-15 00:00:00,,cunner
822,2017-07-15 00:00:00,1 colony,tunicate
823,2017-07-15 00:00:00,1,sea squirt
824,2017-07-15 00:00:00,5,striped bass
825,2017-07-19 00:00:00,5,blue crab
826,2017-07-19 00:00:00,4,atlantic silverside
827,2017-07-19 00:00:00,1,asian shore crab
828,2017-07-19 00:00:00,9,striped bass
829,2017-07-19 00:00:00,1,winter flounder
830,2017-07-19 00:00:00,8 +,oyster drill snail
831,2017-07-19 00:00:00,1,mussel
832,2017-07-19 00:00:00,50+,comb jelly
833,2017-07-19 00:00:00,2,moon jelly
834,2017-07-19 00:00:00,1,atlantic tomcod
835,2017-07-19 00:00:00,3,shore shrimp
836,2017-07-19 00:00:00,1,sand shrimp
837,2017-07-19 00:00:00,1,sandworm
838,2017-07-19 00:00:00,2,mud snail
839,2017-07-22 00:00:00,2,blue crab
840,2017-07-22 00:00:00,1,asian shore crab
841,2017-07-22 00:00:00,1,striped bass
842,2017-07-22 00:00:00,8,unidentified herring
843,2017-07-22 00:00:00,1,winter flounder
844,2017-07-22 00:00:00,2,atlantic silverside
845,2017-07-22 00:00:00,2,shore shrimp
846,2017-07-22 00:00:00,1,sand shrimp
847,2017-08-02 00:00:00,1,blue crab
848,2017-08-02 00:00:00,9,striped bass
849,2017-08-02 00:00:00,2,atlantic silverside
850,2017-08-02 00:00:00,TMTC,comb jelly
851,2017-08-02 00:00:00,12,moon jelly
852,2017-08-05 00:00:00,4,tautog
853,2017-08-05 00:00:00,1,cunner
854,2017-08-05 00:00:00,4,winter flounder
855,2017-08-05 00:00:00,34,blueback herring
856,2017-08-05 00:00:00,1,alewife
857,2017-08-05 00:00:00,1,northern kingfish
858,2017-08-05 00:00:00,1,northern pipefish
859,2017-08-05 00:00:00,2,blue crab
860,2017-08-05 00:00:00,3,shore shrimp
861,2017-08-05 00:00:00,1,sand shrimp
862,2017-08-05 00:00:00,7,striped bass
863,2017-08-05 00:00:00,3,moon jelly
864,2017-08-05 00:00:00,TMTC,comb jelly
865,2017-08-05 00:00:00,43,eastern oyster
866,2017-08-05 00:00:00,8,clams
867,2017-08-20 00:00:00,1,tautog
868,2017-08-20 00:00:00,8,striped bass
869,2017-08-20 00:00:00,1,atlantic menhaden
870,2017-08-20 00:00:00,16,atlantic silverside
871,2017-08-20 00:00:00,6,silver perch
872,2017-08-20 00:00:00,1,winter flounder
873,2017-08-20 00:00:00,10,unidentified herring
874,2017-08-20 00:00:00,2,sand shrimp
875,2017-08-20 00:00:00,1,sand shrimp
876,2017-08-20 00:00:00,3,mud crab
877,2017-08-20 00:00:00,1,unidentified hermit crab
878,2017-08-20 00:00:00,4,asian shore crab
879,2017-08-20 00:00:00,2,blue crab
880,2017-08-20 00:00:00,5,mud snail
881,2017-08-20 00:00:00,2,oyster drill snail
882,2017-08-20 00:00:00,7,comb jelly
883,2017-08-20 00:00:00,1,moon jelly
884,2017-09-17 00:00:00,6,atlantic silverside
885,2017-09-17 00:00:00,1,spotted whiff
886,2017-09-17 00:00:00,1,striped bass
887,2017-09-17 00:00:00,5,blue crab
888,2017-09-17 00:00:00,1,lady crab
889,2017-09-17 00:00:00,12,asian shore crab
890,2017-09-17 00:00:00,1,atlantic silverside
891,2017-09-17 00:00:00,1,grubby
892,2017-09-17 00:00:00,TMTC,comb jelly
893,2017-09-17 00:00:00,2,shore shrimp
894,2017-10-07 00:00:00,TMTC,comb jelly
895,2017-10-07 00:00:00,14,asian shore crab
896,2017-10-07 00:00:00,4,oyster drill snail
897,2017-10-07 00:00:00,9,mud snail
