,Date,Number Caught,Species
6,2011-07-13 00:00:00,2,bay anchove
10,2011-07-13 00:00:00,20,comb jellies
31,2011-07-13 00:00:00,1,shrimp (shore and mud)
32,2011-07-13 00:00:00,1,snail
35,2011-07-13 00:00:00,1,white perch
4,2011-08-02 00:00:00,6,Atlantic Silverside
7,2011-08-02 00:00:00,1,blue crab
10,2011-08-02 00:00:00,20,comb jellies
26,2011-08-02 00:00:00,1,oyster
32,2011-08-02 00:00:00,0,snail
4,2011-08-09 00:00:00,10,Atlantic Silverside
10,2011-08-09 00:00:00,20,comb jellies
26,2011-08-09 00:00:00,1,oyster
27,2011-08-09 00:00:00,1,oyster toadfish
32,2011-08-09 00:00:00,0,snail
4,2011-08-10 00:00:00,75,Atlantic Silverside
7,2011-08-10 00:00:00,3,blue crab
10,2011-08-10 00:00:00,45,comb jellies
26,2011-08-10 00:00:00,2,oyster
31,2011-08-10 00:00:00,2,shrimp (shore and mud)
32,2011-08-10 00:00:00,2,snail
4,2011-09-10 00:00:00,75,Atlantic Silverside
7,2011-09-10 00:00:00,1,blue crab
10,2011-09-10 00:00:00,50++,comb jellies
15,2011-09-10 00:00:00,1,green crab
17,2011-09-10 00:00:00,50++,herring
22,2011-09-10 00:00:00,30++,moon jelly
25,2011-09-10 00:00:00,1,northern pipefish
26,2011-09-10 00:00:00,3,oyster
32,2011-09-10 00:00:00,0,snail
33,2011-09-10 00:00:00,1,striped bass
3,2011-09-20 00:00:00,6,anchovy
4,2011-09-20 00:00:00,10,Atlantic Silverside
7,2011-09-20 00:00:00,3,blue crab
10,2011-09-20 00:00:00,25,comb jellies
15,2011-09-20 00:00:00,2,green crab
16,2011-09-20 00:00:00,1,hermit crab
20,2011-09-20 00:00:00,2,hydromedusae
22,2011-09-20 00:00:00,1,moon jelly
26,2011-09-20 00:00:00,4,oyster
27,2011-09-20 00:00:00,1,oyster toadfish
28,2011-09-20 00:00:00,1,skillet fish
32,2011-09-20 00:00:00,0,snail
33,2011-09-20 00:00:00,12,striped bass
3,2011-09-26 00:00:00,2,anchovy
4,2011-09-26 00:00:00,5,Atlantic Silverside
7,2011-09-26 00:00:00,2,blue crab
10,2011-09-26 00:00:00,20,comb jellies
13,2011-09-26 00:00:00,2,flounder
15,2011-09-26 00:00:00,2,green crab
20,2011-09-26 00:00:00,2,hydromedusae
22,2011-09-26 00:00:00,15,moon jelly
23,2011-09-26 00:00:00,1,naked goby
24,2011-09-26 00:00:00,1,northern kingfish
26,2011-09-26 00:00:00,2,oyster
30,2011-09-26 00:00:00,50,sea squirt
32,2011-09-26 00:00:00,50,snail
33,2011-09-26 00:00:00,4,striped bass
33,2012-04-25 00:00:00,7.0,Shrimp (Shore and Mud)
34,2012-04-25 00:00:00,12.0,Shrimp (Seven Spine)
35,2012-04-25 00:00:00,2.0,Snail
38,2012-04-25 00:00:00,1.0,Striped Bass
40,2012-04-25 00:00:00,1.0,Turnicate
2,2012-05-16 00:00:00,7,Anchovy
5,2012-05-16 00:00:00,4,Atlantic Tomcod
14,2012-05-16 00:00:00,1,Green Crab (European)
32,2012-05-16 00:00:00,50,Sea Squirt
33,2012-05-16 00:00:00,1,Shrimp (Shore and Mud)
34,2012-05-16 00:00:00,7,Shrimp (Seven Spine)
35,2012-05-16 00:00:00,6,Snail
37,2012-05-16 00:00:00,2,Spotted Hake
38,2012-05-16 00:00:00,1,Striped Bass
2,2012-05-19 00:00:00,15,Anchovy
14,2012-05-19 00:00:00,1,Green Crab (European)
33,2012-05-19 00:00:00,2,Shrimp (Shore and Mud)
34,2012-05-19 00:00:00,7,Shrimp (Seven Spine)
4,2012-05-30 00:00:00,6,Atlantic Silverside
5,2012-05-30 00:00:00,5,Atlantic Tomcod
26,2012-05-30 00:00:00,1,Northern Pipefish
37,2012-05-30 00:00:00,1,Spotted Hake
0,2012-05-31 00:00:00,1,American Eel
4,2012-05-31 00:00:00,1,Atlantic Silverside
13,2012-05-31 00:00:00,1,Flounder
22,2012-05-31 00:00:00,1,Moon Jelly
26,2012-05-31 00:00:00,1,Northern Pipefish
33,2012-05-31 00:00:00,7,Shrimp (Shore and Mud)
34,2012-05-31 00:00:00,2,Shrimp (Seven Spine)
37,2012-05-31 00:00:00,1,Spotted Hake
38,2012-05-31 00:00:00,1,Striped Bass
4,2012-06-01 00:00:00,2,Atlantic Silverside
8,2012-06-01 00:00:00,1,Blue Crab
9,2012-06-01 00:00:00,1,Blue Fish
10,2012-06-01 00:00:00,1,Blue Mussel
35,2012-06-01 00:00:00,3,Snail
3,2012-06-02 00:00:00,3,Asian Shore Crab
4,2012-06-02 00:00:00,23,Atlantic Silverside
5,2012-06-02 00:00:00,6,Atlantic Tomcod
7,2012-06-02 00:00:00,1,Blue Back
8,2012-06-02 00:00:00,1,Blue Crab
12,2012-06-02 00:00:00,1,Comb Jelly
13,2012-06-02 00:00:00,5,Flounder
14,2012-06-02 00:00:00,4,Green Crab (European)
17,2012-06-02 00:00:00,8,Herring
26,2012-06-02 00:00:00,2,Northern Pipefish
29,2012-06-02 00:00:00,1,Ribbed Mussel
30,2012-06-02 00:00:00,1,Sand Worm
33,2012-06-02 00:00:00,5,Shrimp (Shore and Mud)
34,2012-06-02 00:00:00,3,Shrimp (Seven Spine)
35,2012-06-02 00:00:00,2,Snail
37,2012-06-02 00:00:00,2,Spotted Hake
5,2012-06-14 00:00:00,19,Atlantic Tomcod
8,2012-06-14 00:00:00,2,Blue Crab
11,2012-06-14 00:00:00,2,Ctenophore
13,2012-06-14 00:00:00,2,Flounder
34,2012-06-14 00:00:00,1,Shrimp (Seven Spine)
4,2012-07-31 00:00:00,50+,Atlantic Silverside
7,2012-07-31 00:00:00,1,Blue Back
9,2012-07-31 00:00:00,1,Blue Fish
12,2012-07-31 00:00:00,25+,Comb Jelly
27,2012-07-31 00:00:00,1,Northern Puffer
32,2012-07-31 00:00:00,3,Sea Squirt
2,2012-08-14 00:00:00,1,Anchovy
4,2012-08-14 00:00:00,14,Atlantic Silverside
11,2012-08-14 00:00:00,20,Ctenophore
12,2012-08-14 00:00:00,50,Comb Jelly
26,2012-08-14 00:00:00,1,Northern Pipefish
3,2012-08-15 00:00:00,2,Asian Shore Crab
4,2012-08-15 00:00:00,35,Atlantic Silverside
11,2012-08-15 00:00:00,10,Ctenophore
12,2012-08-15 00:00:00,20+,Comb Jelly
14,2012-08-15 00:00:00,1,Green Crab (European)
3,2012-09-15 00:00:00,3,Asian Shore Crab
8,2012-09-15 00:00:00,3,Blue Crab
12,2012-09-15 00:00:00,20,Comb Jelly
16,2012-09-15 00:00:00,3,Hermit Crab
28,2012-09-15 00:00:00,1,Oyster Toadfish
32,2012-09-15 00:00:00,10,Sea Squirt
33,2012-09-15 00:00:00,4,Shrimp (Shore and Mud)
42,2012-09-15 00:00:00,1,Northern Stargazer
43,2012-09-15 00:00:00,1,skillet fish
44,2012-09-15 00:00:00,1,Porgy/scup
4,2012-09-27 00:00:00,6.0,Atlantic Silverside
8,2012-09-27 00:00:00,1.0,Blue Crab
12,2012-09-27 00:00:00,15.0,Comb Jelly
28,2012-09-27 00:00:00,1.0,Oyster Toadfish
32,2012-09-27 00:00:00,5.0,Sea Squirt
44,2012-09-27 00:00:00,1.0,Porgy/scup
45,2012-09-27 00:00:00,3.0,Wrasel Sea Bass
4,2012-09-28 00:00:00,41,Atlantic Silverside
8,2012-09-28 00:00:00,1,Blue Crab
12,2012-09-28 00:00:00,4,Comb Jelly
32,2012-09-28 00:00:00,20,Sea Squirt
44,2012-09-28 00:00:00,1,Porgy/scup
0,2012-10-04 00:00:00,1.0,American Eel
4,2012-10-04 00:00:00,1.0,Atlantic Silverside
9,2012-10-04 00:00:00,1.0,Blue Fish
12,2012-10-04 00:00:00,1.0,Comb Jelly
35,2012-10-04 00:00:00,8.0,Snail
46,2012-10-04 00:00:00,1.0,White mullet
4,2012-10-10 00:00:00,1.0,Atlantic Silverside
8,2012-10-10 00:00:00,3.0,Blue Crab
12,2012-10-10 00:00:00,2.0,Comb Jelly
14,2012-10-10 00:00:00,1.0,Green Crab (European)
15,2012-10-10 00:00:00,1.0,Hemigraphis Molt
35,2012-10-10 00:00:00,1.0,Snail
46,2012-10-10 00:00:00,1.0,White mullet
47,2012-10-10 00:00:00,1.0,Cunner
48,2012-10-10 00:00:00,1.0,Silver Perch
49,2012-10-10 00:00:00,1.0,white fingered mud crab
1,2013-06-04 00:00:00,1,Blueback herring
2,2013-06-04 00:00:00,1,Bay anchovy
3,2013-06-04 00:00:00,1,Summer flounder
4,2013-06-04 00:00:00,1,glass shrimp
5,2013-06-04 00:00:00,1,asian shore crab
6,2013-06-04 00:00:00,15,comb jellies
7,2013-06-04 00:00:00,1 clump,golden star tunicate
8,2013-06-04 00:00:00,1,sea squirt/solitary tunicate
9,2013-06-17 00:00:00,1,American eel
10,2013-06-17 00:00:00,20,Atlantic Silverside
11,2013-06-17 00:00:00,50,Comb jellies
12,2013-06-17 00:00:00,1,Shrimp
13,2013-06-18 00:00:00,30,bluefish (juvenile)
14,2013-06-18 00:00:00,15,comb jelly
15,2013-06-18 00:00:00,1,true jelly
16,2013-06-21 00:00:00,2,American eel
17,2013-06-21 00:00:00,20,Comb jellies
18,2013-06-21 00:00:00,2,asian shore crab
19,2013-06-21 00:00:00,1,Hermit crab
20,2013-06-21 00:00:00,1,Snail
21,2013-06-21 00:00:00,4,Shore shrimp
22,2013-06-22 00:00:00,1,1 oyster toadfish (caught in traffic cone)
23,2013-06-22 00:00:00,1,1 black sea bass
24,2013-06-22 00:00:00,20,20 ctenophores
25,2013-06-22 00:00:00,1,1 oyster drill
26,2013-06-22 00:00:00,5,5 Asian shore crabs
27,2013-07-18 00:00:00,15,comb jelly
28,2013-07-18 00:00:00,7,bluefish
29,2013-07-18 00:00:00,10,atlantic silverside
30,2013-07-19 00:00:00,20,comb jelly
31,2013-07-19 00:00:00,8,atlantic silverside
32,2013-07-19 00:00:00,1,mud crab
33,2013-08-01 00:00:00,17,Atlantic Silverside
34,2013-08-01 00:00:00,100,Comb jelly
35,2013-08-04 00:00:00,25,moon jelly
36,2013-08-04 00:00:00,100+,comb jelly
37,2013-08-04 00:00:00,1,Blue Crab
38,2013-08-04 00:00:00,5,Asian Shore Crab
39,2013-08-04 00:00:00,10,Atlantic SIlverside
40,2013-08-04 00:00:00,1,Stripped Bass
41,2013-08-17 00:00:00,100+,comb jelly
42,2013-08-17 00:00:00,1,stripped bass
43,2013-08-17 00:00:00,1,northern pipefish
44,2013-08-17 00:00:00,2,blue crab
45,2013-08-17 00:00:00,2,shore shrimp
46,2013-09-23 00:00:00,2,silverside
47,2013-09-23 00:00:00,1,bluecrab
48,2013-09-23 00:00:00,2,Shrimp
49,2013-09-23 00:00:00,1,mud crab
50,2013-09-23 00:00:00,50,comb jelly
51,2013-09-28 00:00:00,5,silverside
0,2014-05-10 00:00:00,9,Comb Jellies
1,2014-05-10 00:00:00,8,Asian Shore Crabs
2,2014-05-10 00:00:00,2,True Jelly Fish
3,2014-06-21 00:00:00,1,Atlantic Silverside
4,2014-06-21 00:00:00,2,Atlantic Tomcod
5,2014-06-21 00:00:00,3,Shore shrimp
6,2014-06-21 00:00:00,2,Flounder
7,2014-06-21 00:00:00,Numerous,Comb Jelly
8,2014-07-12 00:00:00,1,Menhaden
9,2014-07-12 00:00:00,2,Alewife
10,2014-07-12 00:00:00,1,Grubby (Sculpin family)
11,2014-07-12 00:00:00,1,Window pain
12,2014-07-12 00:00:00,1,Pipe fish
13,2014-07-12 00:00:00,1,Sea horse
14,2014-07-12 00:00:00,5,Jvvenilee striped buss
15,2014-07-12 00:00:00,1,Glass shrimp
16,2014-07-12 00:00:00,5,Seven spine shrimp
17,2014-07-12 00:00:00,8,Comb jellies
18,2014-07-12 00:00:00,1,Hermit crab
19,2014-07-12 00:00:00,3,Blue crab
20,2014-07-12 00:00:00,1,Asian Shore Crabs
21,2014-08-02 00:00:00,11,Atlantic Silverside
22,2014-08-02 00:00:00,6,Striped Bass
23,2014-08-02 00:00:00,1,Blue Fish
24,2014-08-02 00:00:00,1,Northern Kingfish
25,2014-08-02 00:00:00,1,Green Crab
26,2014-08-02 00:00:00,1,Blue Crab
27,2014-08-02 00:00:00,3,Winter Flounder
28,2014-08-02 00:00:00,15,Comb jellies
29,2014-09-20 00:00:00,10,Silver Side
30,2014-09-20 00:00:00,4,Comb Jelly
31,2014-09-20 00:00:00,3,Porgy
32,2014-09-20 00:00:00,23,Striped Bass
33,2014-09-20 00:00:00,3,Asian Shore Crabs
34,2014-09-20 00:00:00,1,Winter Flounder
35,2014-08-23 00:00:00,,Atlantic Silverside
36,2014-08-23 00:00:00,,Oyster toadfish
37,2014-08-23 00:00:00,,Striped Bass
38,2014-08-23 00:00:00,,comb jelly
0,2015-05-30 00:00:00,1,Striped Bass
1,2015-05-30 00:00:00,1,Atlantic Silverside
2,2015-05-30 00:00:00,2,Sea Snail
3,2015-05-30 00:00:00,3,Ghost Shrimp
4,2015-06-09 00:00:00,9,Striped Bass
5,2015-06-09 00:00:00,1,Golden Star Colonial Tunicate
6,2015-06-09 00:00:00,1,Blue Muscle
7,2015-06-11 00:00:00,1,colonial tunicate
8,2015-06-11 00:00:00,8,striped bass
9,2015-06-11 00:00:00,1,pipe fish
10,2015-06-11 00:00:00,1,box crab
11,2015-06-11 00:00:00,6,asian shore crab
12,2015-06-14 00:00:00,1,pipe fish
13,2015-06-14 00:00:00,1,winter flounder
14,2015-06-14 00:00:00,10 to 15,colonial tunicate
15,2015-06-14 00:00:00,4,hermit crab
16,2015-06-14 00:00:00,4,snails
17,2015-06-14 00:00:00,5,striped bass
18,2015-06-14 00:00:00,1,cunner
19,2015-06-14 00:00:00,2,lady crab
20,2015-06-14 00:00:00,16,asian shore crab
21,2015-06-14 00:00:00,1,blue crab
22,2015-06-14 00:00:00,1,sponge
23,2015-06-14 00:00:00,4,hydra medusa
24,2015-06-14 00:00:00,9,sand shrimp
25,2015-07-10 00:00:00,1,Summer Flounder
26,2015-07-10 00:00:00,23,Atlantic Silverside
27,2015-07-10 00:00:00,1,Winter flounder
28,2015-07-10 00:00:00,1,Blue crab
29,2015-07-10 00:00:00,1,Box crab
30,2015-07-10 00:00:00,1,Pip fish
31,2015-07-10 00:00:00,1,Seven spine shrimp
32,2015-07-10 00:00:00,9,Alewife
33,2015-07-10 00:00:00,1,Comb jelly
34,2015-07-11 00:00:00,2,lady crabs
35,2015-07-11 00:00:00,2,Blue crabs
36,2015-07-11 00:00:00,5,Striped Bass (6-8'')
37,2015-07-11 00:00:00,1,Atlantic Herring
38,2015-07-11 00:00:00,2,Hermit crabs
39,2015-07-11 00:00:00,12,Atlantic Silverside
40,2015-07-11 00:00:00,2,Sand shrimp
41,2015-07-11 00:00:00,1,Flounder (right+eye)
42,2015-07-11 00:00:00,,Pip fish
43,2015-07-11 00:00:00,4,White perch
44,2015-07-11 00:00:00,1,Asian shore crab
45,2015-07-11 00:00:00,1,Comb jelly
46,2015-07-11 00:00:00,2,snail
47,2015-07-13 00:00:00,1,Blue crab
48,2015-07-13 00:00:00,3,asian shore crab
49,2015-07-13 00:00:00,3,Atlantic Herring
50,2015-07-13 00:00:00,10,Atlantic Silverside
51,2015-07-28 00:00:00,40,Atlantic Silverside
52,2015-07-28 00:00:00,15,Striped Bass
53,2015-07-28 00:00:00,1,winter flounder
54,2015-07-28 00:00:00,1,Isopod
55,2015-07-28 00:00:00,4,Comb jelly
56,2015-07-28 00:00:00,1,Seven Spine Shrimp
57,2015-07-28 00:00:00,4,Scud
58,2015-07-28 00:00:00,8,Tunicates
59,2015-08-09 00:00:00,140,Atlantic Silverside
60,2015-08-09 00:00:00,12,Striped Bass
61,2015-08-09 00:00:00,2,Hermit crab
62,2015-08-09 00:00:00,2,Taotog
63,2015-08-09 00:00:00,4,Asian shore crab
64,2015-08-09 00:00:00,1,Blue fish
65,2015-08-09 00:00:00,2,Box crab
66,2015-08-09 00:00:00,20,Comb jellies
67,2015-08-09 00:00:00,1,Seven spine shrimp
68,2015-09-12 00:00:00,23,Porgy
69,2015-09-12 00:00:00,201,Atlantic Silverside
70,2015-09-12 00:00:00,2,Northern Pipefish
71,2015-09-12 00:00:00,1,Blue Crab
72,2015-09-12 00:00:00,1,Common Shore Shrimp
73,2015-09-12 00:00:00,2,Winter flounder
74,2015-09-12 00:00:00,1,Bluespotted Cornetfish
75,2015-09-12 00:00:00,2,Comb Jelly 
76,2015-09-12 00:00:00,2,Asian shore crab
77,2015-09-25 00:00:00,73,Atlantic Silverside
78,2015-09-25 00:00:00,1,Blue Crab
79,2015-09-25 00:00:00,2,Comb Jelly
80,2015-09-25 00:00:00,1,Blue Fish
81,2015-09-25 00:00:00,1,Tautog/Blackfish
