,Date,Number Caught,Species
150,2010-09-21 00:00:00,,blue crab
151,2010-09-21 00:00:00,,asian shore crab
152,2010-10-14 00:00:00,,silverside
153,2010-10-14 00:00:00,,comb jelly
154,2010-10-14 00:00:00,,red beard sponge
155,2010-10-14 00:00:00,,mussel
156,2010-10-14 00:00:00,,asian shore crab
157,2010-10-14 00:00:00,,jellyfish
158,2011-05-10 00:00:00,2,amphipod
159,2011-05-10 00:00:00,6,silverside
160,2011-05-10 00:00:00,1,atlantic tomcod
161,2011-05-10 00:00:00,2,comb jelly
162,2011-05-10 00:00:00,2,jellyfish
163,2011-05-10 00:00:00,3,snail
164,2011-05-14 00:00:00,3,anchovy
165,2011-05-14 00:00:00,27,silverside
166,2011-05-14 00:00:00,9,blue crab
167,2011-05-14 00:00:00,1,comb jelly
168,2011-05-14 00:00:00,2,flatfish
169,2011-05-14 00:00:00,1,hermit crab
170,2011-05-14 00:00:00,6,herring
171,2011-05-14 00:00:00,1,isopod
172,2011-05-14 00:00:00,2,pipefish
173,2011-05-14 00:00:00,68,shrimp
174,2011-05-14 00:00:00,4,striped bass
175,2011-05-20 00:00:00,36,anchovy
176,2011-05-20 00:00:00,4,atlantic tomcod
177,2011-05-20 00:00:00,45,comb jelly
178,2011-05-20 00:00:00,1,green crab
179,2011-05-20 00:00:00,2,herring
180,2011-05-20 00:00:00,2,shrimp
181,2011-05-20 00:00:00,1,striped bass
182,2011-05-28 00:00:00,73,anchovy
183,2011-05-28 00:00:00,1,blue crab
184,2011-05-28 00:00:00,2,comb jelly
185,2011-05-28 00:00:00,3,herring
186,2011-05-28 00:00:00,1,shrimp
187,2011-05-28 00:00:00,1,striped bass
188,2011-06-11 00:00:00,20,anchovy
189,2011-06-11 00:00:00,1,atlantic tomcod
190,2011-06-11 00:00:00,6,blue crab
191,2011-06-11 00:00:00,9,comb jelly
192,2011-06-11 00:00:00,1,flatfish
193,2011-06-11 00:00:00,1,herring
194,2011-06-11 00:00:00,1,pipefish
195,2011-06-11 00:00:00,37,shrimp
196,2011-06-14 00:00:00,2,anchovy
197,2011-06-14 00:00:00,2,silverside
198,2011-06-14 00:00:00,1,atlantic tomcod
199,2011-06-14 00:00:00,2,blue crab
200,2011-06-14 00:00:00,2,comb jelly
201,2011-06-14 00:00:00,1,tunicates
202,2011-06-14 00:00:00,1,herring
203,2011-06-14 00:00:00,1,pipefish
204,2011-06-14 00:00:00,4,oyster
205,2011-06-14 00:00:00,5,shrimp
206,2011-06-14 00:00:00,2,snail
207,2011-06-26 00:00:00,1,anchovy
208,2011-06-26 00:00:00,8,silverside
209,2011-06-26 00:00:00,1,blue crab
210,2011-06-26 00:00:00,2,bluefish
211,2011-06-26 00:00:00,12,comb jelly
212,2011-06-26 00:00:00,1,flatfish
213,2011-06-26 00:00:00,3,herring
214,2011-06-26 00:00:00,3,shrimp
215,2011-06-26 00:00:00,1,snail
216,2011-07-10 00:00:00,5,anchovy
217,2011-07-10 00:00:00,18,silverside
218,2011-07-10 00:00:00,60,comb jelly
219,2011-07-10 00:00:00,1,green crab
220,2011-07-10 00:00:00,1,hydroid
221,2011-07-10 00:00:00,30,jellyfish
222,2011-07-10 00:00:00,1,poly worm
223,2011-07-10 00:00:00,15,tunicates
224,2011-07-10 00:00:00,10,shrimp
225,2011-07-10 00:00:00,4,snail
226,2011-07-10 00:00:00,1,striped bass
227,2011-07-10 00:00:00,1,tube worm
228,2011-07-11 00:00:00,5,silverside
229,2011-07-11 00:00:00,1,blue crab
230,2011-07-11 00:00:00,20,comb jelly
231,2011-07-11 00:00:00,1,flatfish
232,2011-07-12 00:00:00,5,silverside
233,2011-07-12 00:00:00,2,blue crab
234,2011-07-12 00:00:00,40,comb jelly
235,2011-07-12 00:00:00,1,decoration crab
236,2011-07-12 00:00:00,5,jellyfish
237,2011-07-12 00:00:00,10,tunicates
238,2011-07-12 00:00:00,10,snail
239,2011-07-13 00:00:00,3,silverside
240,2011-07-13 00:00:00,2,anchovy
241,2011-07-13 00:00:00,20,comb jelly
242,2011-07-13 00:00:00,1,shrimp
243,2011-07-13 00:00:00,1,snail
244,2011-07-13 00:00:00,1,white perch
245,2011-08-02 00:00:00,6,silverside
246,2011-08-02 00:00:00,1,blue crab
247,2011-08-02 00:00:00,20,comb jelly
248,2011-08-02 00:00:00,1,oyster
249,2011-08-02 00:00:00,0,snail
250,2011-08-09 00:00:00,10,silverside
251,2011-08-09 00:00:00,20,comb jelly
252,2011-08-09 00:00:00,1,oyster
253,2011-08-09 00:00:00,1,oyster toadfish
254,2011-08-09 00:00:00,0,snail
255,2011-08-10 00:00:00,75,silverside
256,2011-08-10 00:00:00,3,blue crab
257,2011-08-10 00:00:00,45,comb jelly
258,2011-08-10 00:00:00,2,oyster
259,2011-08-10 00:00:00,2,shrimp
260,2011-08-10 00:00:00,2,snail
261,2011-09-10 00:00:00,75,silverside
262,2011-09-10 00:00:00,1,blue crab
263,2011-09-10 00:00:00,50++,comb jelly
264,2011-09-10 00:00:00,1,green crab
265,2011-09-10 00:00:00,50++,herring
266,2011-09-10 00:00:00,30++,jellyfish
267,2011-09-10 00:00:00,1,pipefish
268,2011-09-10 00:00:00,3,oyster
269,2011-09-10 00:00:00,0,snail
270,2011-09-10 00:00:00,1,striped bass
271,2011-09-20 00:00:00,6,anchovy
272,2011-09-20 00:00:00,10,silverside
273,2011-09-20 00:00:00,3,blue crab
274,2011-09-20 00:00:00,25,comb jelly
275,2011-09-20 00:00:00,2,green crab
276,2011-09-20 00:00:00,1,hermit crab
277,2011-09-20 00:00:00,2,hydromedusae
278,2011-09-20 00:00:00,1,jellyfish
279,2011-09-20 00:00:00,4,oyster
280,2011-09-20 00:00:00,1,oyster toadfish
281,2011-09-20 00:00:00,1,skillet fish
282,2011-09-20 00:00:00,0,snail
283,2011-09-20 00:00:00,12,striped bass
284,2011-09-26 00:00:00,2,anchovy
285,2011-09-26 00:00:00,5,silverside
286,2011-09-26 00:00:00,2,blue crab
287,2011-09-26 00:00:00,20,comb jelly
288,2011-09-26 00:00:00,2,flatfish
289,2011-09-26 00:00:00,2,green crab
290,2011-09-26 00:00:00,2,hydromedusae
291,2011-09-26 00:00:00,15,jellyfish
292,2011-09-26 00:00:00,1,naked goby
293,2011-09-26 00:00:00,1,northern kingfish
294,2011-09-26 00:00:00,2,oyster
295,2011-09-26 00:00:00,50,tunicates
296,2011-09-26 00:00:00,50,snail
297,2011-09-26 00:00:00,4,striped bass
298,2012-04-25 00:00:00,7.0,shrimp
299,2012-04-25 00:00:00,12.0,shrimp
300,2012-04-25 00:00:00,2.0,snail
301,2012-04-25 00:00:00,1.0,striped bass
302,2012-04-25 00:00:00,1.0,tunicates
303,2012-05-16 00:00:00,7,anchovy
304,2012-05-16 00:00:00,4,atlantic tomcod
305,2012-05-16 00:00:00,1,green crab
306,2012-05-16 00:00:00,50,tunicates
307,2012-05-16 00:00:00,1,shrimp
308,2012-05-16 00:00:00,7,shrimp
309,2012-05-16 00:00:00,6,snail
310,2012-05-16 00:00:00,2,spotted hake
311,2012-05-16 00:00:00,1,striped bass
312,2012-05-19 00:00:00,15,anchovy
313,2012-05-19 00:00:00,1,green crab
314,2012-05-19 00:00:00,2,shrimp
315,2012-05-19 00:00:00,7,shrimp
316,2012-05-30 00:00:00,6,silverside
317,2012-05-30 00:00:00,5,atlantic tomcod
318,2012-05-30 00:00:00,1,pipefish
319,2012-05-30 00:00:00,1,spotted hake
320,2012-05-31 00:00:00,1,american eel
321,2012-05-31 00:00:00,1,silverside
322,2012-05-31 00:00:00,1,flatfish
323,2012-05-31 00:00:00,1,jellyfish
324,2012-05-31 00:00:00,1,pipefish
325,2012-05-31 00:00:00,7,shrimp
326,2012-05-31 00:00:00,2,shrimp
327,2012-05-31 00:00:00,1,spotted hake
328,2012-05-31 00:00:00,1,striped bass
329,2012-06-01 00:00:00,2,silverside
330,2012-06-01 00:00:00,1,blue crab
331,2012-06-01 00:00:00,1,bluefish
332,2012-06-01 00:00:00,1,mussel
333,2012-06-01 00:00:00,3,snail
334,2012-06-02 00:00:00,3,asian shore crab
335,2012-06-02 00:00:00,23,silverside
336,2012-06-02 00:00:00,6,atlantic tomcod
337,2012-06-02 00:00:00,1,herring
338,2012-06-02 00:00:00,1,blue crab
339,2012-06-02 00:00:00,1,comb jelly
340,2012-06-02 00:00:00,5,flatfish
341,2012-06-02 00:00:00,4,green crab
342,2012-06-02 00:00:00,8,herring
343,2012-06-02 00:00:00,2,pipefish
344,2012-06-02 00:00:00,1,mussel
345,2012-06-02 00:00:00,1,sandworm
346,2012-06-02 00:00:00,5,shrimp
347,2012-06-02 00:00:00,3,shrimp
348,2012-06-02 00:00:00,2,snail
349,2012-06-02 00:00:00,2,spotted hake
350,2012-06-14 00:00:00,19,atlantic tomcod
351,2012-06-14 00:00:00,2,blue crab
352,2012-06-14 00:00:00,2,comb jelly
353,2012-06-14 00:00:00,2,flatfish
354,2012-06-14 00:00:00,1,shrimp
355,2012-07-31 00:00:00,50+,silverside
356,2012-07-31 00:00:00,1,herring
357,2012-07-31 00:00:00,1,bluefish
358,2012-07-31 00:00:00,25+,comb jelly
359,2012-07-31 00:00:00,1,puffer
360,2012-07-31 00:00:00,3,tunicates
361,2012-08-14 00:00:00,1,anchovy
362,2012-08-14 00:00:00,14,silverside
363,2012-08-14 00:00:00,20,comb jelly
364,2012-08-14 00:00:00,50,comb jelly
365,2012-08-14 00:00:00,1,pipefish
366,2012-08-15 00:00:00,2,asian shore crab
367,2012-08-15 00:00:00,35,silverside
368,2012-08-15 00:00:00,10,comb jelly
369,2012-08-15 00:00:00,20+,comb jelly
370,2012-08-15 00:00:00,1,green crab
371,2012-09-15 00:00:00,3,asian shore crab
372,2012-09-15 00:00:00,3,blue crab
373,2012-09-15 00:00:00,20,comb jelly
374,2012-09-15 00:00:00,3,hermit crab
375,2012-09-15 00:00:00,1,oyster toadfish
376,2012-09-15 00:00:00,10,tunicates
377,2012-09-15 00:00:00,4,shrimp
378,2012-09-15 00:00:00,1,northern stargazer
379,2012-09-15 00:00:00,1,skillet fish
380,2012-09-15 00:00:00,1,porgy
381,2012-09-27 00:00:00,6.0,silverside
382,2012-09-27 00:00:00,1.0,blue crab
383,2012-09-27 00:00:00,15.0,comb jelly
384,2012-09-27 00:00:00,1.0,oyster toadfish
385,2012-09-27 00:00:00,5.0,tunicates
386,2012-09-27 00:00:00,1.0,porgy
387,2012-09-27 00:00:00,3.0,wrasel sea bass
388,2012-09-28 00:00:00,41,silverside
389,2012-09-28 00:00:00,1,blue crab
390,2012-09-28 00:00:00,4,comb jelly
391,2012-09-28 00:00:00,20,tunicates
392,2012-09-28 00:00:00,1,porgy
393,2012-10-04 00:00:00,1.0,american eel
394,2012-10-04 00:00:00,1.0,silverside
395,2012-10-04 00:00:00,1.0,bluefish
396,2012-10-04 00:00:00,1.0,comb jelly
397,2012-10-04 00:00:00,8.0,snail
398,2012-10-04 00:00:00,1.0,white mullet
399,2012-10-10 00:00:00,1.0,silverside
400,2012-10-10 00:00:00,3.0,blue crab
401,2012-10-10 00:00:00,2.0,comb jelly
402,2012-10-10 00:00:00,1.0,green crab
404,2012-10-10 00:00:00,1.0,snail
405,2012-10-10 00:00:00,1.0,white mullet
406,2012-10-10 00:00:00,1.0,cunner
407,2012-10-10 00:00:00,1.0,silver perch
408,2012-10-10 00:00:00,1.0,white fingered mud crab
409,2013-06-04 00:00:00,1,herring
410,2013-06-04 00:00:00,1,anchovy
411,2013-06-04 00:00:00,1,flatfish
412,2013-06-04 00:00:00,1,shrimp
413,2013-06-04 00:00:00,1,asian shore crab
414,2013-06-04 00:00:00,15,comb jelly
415,2013-06-04 00:00:00,1 clump,tunicates
416,2013-06-04 00:00:00,1,sea squirt
417,2013-06-17 00:00:00,1,american eel
418,2013-06-17 00:00:00,20,silverside
419,2013-06-17 00:00:00,50,comb jelly
420,2013-06-17 00:00:00,1,shrimp
421,2013-06-18 00:00:00,30,bluefish
422,2013-06-18 00:00:00,15,comb jelly
423,2013-06-18 00:00:00,1,jellyfish
424,2013-06-21 00:00:00,2,american eel
425,2013-06-21 00:00:00,20,comb jelly
426,2013-06-21 00:00:00,2,asian shore crab
427,2013-06-21 00:00:00,1,hermit crab
428,2013-06-21 00:00:00,1,snail
429,2013-06-21 00:00:00,4,shrimp
430,2013-06-22 00:00:00,1,oyster toadfish
431,2013-06-22 00:00:00,1,sea bass
432,2013-06-22 00:00:00,20,comb jelly
433,2013-06-22 00:00:00,1,snail
434,2013-06-22 00:00:00,5,asian shore crab
435,2013-07-18 00:00:00,15,comb jelly
436,2013-07-18 00:00:00,7,bluefish
437,2013-07-18 00:00:00,10,silverside
438,2013-07-19 00:00:00,20,comb jelly
439,2013-07-19 00:00:00,8,silverside
440,2013-07-19 00:00:00,1,mud crab
441,2013-08-01 00:00:00,17,silverside
442,2013-08-01 00:00:00,100,comb jelly
443,2013-08-04 00:00:00,25,jellyfish
444,2013-08-04 00:00:00,100+,comb jelly
445,2013-08-04 00:00:00,1,blue crab
446,2013-08-04 00:00:00,5,asian shore crab
447,2013-08-04 00:00:00,10,silverside
448,2013-08-04 00:00:00,1,striped bass
449,2013-08-17 00:00:00,100+,comb jelly
450,2013-08-17 00:00:00,1,striped bass
451,2013-08-17 00:00:00,1,pipefish
452,2013-08-17 00:00:00,2,blue crab
453,2013-08-17 00:00:00,2,shrimp
454,2013-09-23 00:00:00,2,silverside
455,2013-09-23 00:00:00,1,blue crab
456,2013-09-23 00:00:00,2,shrimp
457,2013-09-23 00:00:00,1,mud crab
458,2013-09-23 00:00:00,50,comb jelly
459,2013-09-28 00:00:00,5,silverside
460,2014-05-10 00:00:00,9,comb jelly
461,2014-05-10 00:00:00,8,asian shore crab
462,2014-05-10 00:00:00,2,jellyfish
463,2014-06-21 00:00:00,1,silverside
464,2014-06-21 00:00:00,2,atlantic tomcod
465,2014-06-21 00:00:00,3,shrimp
466,2014-06-21 00:00:00,2,flatfish
467,2014-06-21 00:00:00,Numerous,comb jelly
468,2014-07-12 00:00:00,1,menhaden
469,2014-07-12 00:00:00,2,herring
470,2014-07-12 00:00:00,1,grubby
471,2014-07-12 00:00:00,1,flatfish
472,2014-07-12 00:00:00,1,pipefish
473,2014-07-12 00:00:00,1,seahorse
474,2014-07-12 00:00:00,5,striped bass
475,2014-07-12 00:00:00,1,shrimp
476,2014-07-12 00:00:00,5,shrimp
477,2014-07-12 00:00:00,8,comb jelly
478,2014-07-12 00:00:00,1,hermit crab
479,2014-07-12 00:00:00,3,blue crab
480,2014-07-12 00:00:00,1,asian shore crab
481,2014-08-02 00:00:00,11,silverside
482,2014-08-02 00:00:00,6,striped bass
483,2014-08-02 00:00:00,1,bluefish
484,2014-08-02 00:00:00,1,northern kingfish
485,2014-08-02 00:00:00,1,green crab
486,2014-08-02 00:00:00,1,blue crab
487,2014-08-02 00:00:00,3,flatfish
488,2014-08-02 00:00:00,15,comb jelly
489,2014-09-20 00:00:00,10,silverside
490,2014-09-20 00:00:00,4,comb jelly
491,2014-09-20 00:00:00,3,porgy
492,2014-09-20 00:00:00,23,striped bass
493,2014-09-20 00:00:00,3,asian shore crab
494,2014-09-20 00:00:00,1,flatfish
495,2014-08-23 00:00:00,,silverside
496,2014-08-23 00:00:00,,oyster toadfish
497,2014-08-23 00:00:00,,striped bass
498,2014-08-23 00:00:00,,comb jelly
499,2015-05-30 00:00:00,1,striped bass
500,2015-05-30 00:00:00,1,silverside
501,2015-05-30 00:00:00,2,snail
502,2015-05-30 00:00:00,3,shrimp
503,2015-06-09 00:00:00,9,striped bass
504,2015-06-09 00:00:00,1,tunicates
505,2015-06-09 00:00:00,1,mussel
506,2015-06-11 00:00:00,1,tunicates
507,2015-06-11 00:00:00,8,striped bass
508,2015-06-11 00:00:00,1,pipefish
509,2015-06-11 00:00:00,1,box crab
510,2015-06-11 00:00:00,6,asian shore crab
511,2015-06-14 00:00:00,1,pipefish
512,2015-06-14 00:00:00,1,flatfish
513,2015-06-14 00:00:00,10 to 15,tunicates
514,2015-06-14 00:00:00,4,hermit crab
515,2015-06-14 00:00:00,4,snail
516,2015-06-14 00:00:00,5,striped bass
517,2015-06-14 00:00:00,1,cunner
518,2015-06-14 00:00:00,2,lady crab
519,2015-06-14 00:00:00,16,asian shore crab
520,2015-06-14 00:00:00,1,blue crab
521,2015-06-14 00:00:00,1,sponge
522,2015-06-14 00:00:00,4,hydra medusa
523,2015-06-14 00:00:00,9,shrimp
524,2015-07-10 00:00:00,1,flatfish
525,2015-07-10 00:00:00,23,silverside
526,2015-07-10 00:00:00,1,flatfish
527,2015-07-10 00:00:00,1,blue crab
528,2015-07-10 00:00:00,1,box crab
529,2015-07-10 00:00:00,1,pipefish
530,2015-07-10 00:00:00,1,shrimp
531,2015-07-10 00:00:00,9,herring
532,2015-07-10 00:00:00,1,comb jelly
533,2015-07-11 00:00:00,2,lady crab
534,2015-07-11 00:00:00,2,blue crab
535,2015-07-11 00:00:00,5,striped bass
536,2015-07-11 00:00:00,1,herring
537,2015-07-11 00:00:00,2,hermit crab
538,2015-07-11 00:00:00,12,silverside
539,2015-07-11 00:00:00,2,shrimp
540,2015-07-11 00:00:00,1,flatfish
541,2015-07-11 00:00:00,,pipefish
542,2015-07-11 00:00:00,4,white perch
543,2015-07-11 00:00:00,1,asian shore crab
544,2015-07-11 00:00:00,1,comb jelly
545,2015-07-11 00:00:00,2,snail
546,2015-07-13 00:00:00,1,blue crab
547,2015-07-13 00:00:00,3,asian shore crab
548,2015-07-13 00:00:00,3,herring
549,2015-07-13 00:00:00,10,silverside
550,2015-07-28 00:00:00,40,silverside
551,2015-07-28 00:00:00,15,striped bass
552,2015-07-28 00:00:00,1,flatfish
553,2015-07-28 00:00:00,1,isopod
554,2015-07-28 00:00:00,4,comb jelly
555,2015-07-28 00:00:00,1,shrimp
556,2015-07-28 00:00:00,4,amphipod
557,2015-07-28 00:00:00,8,tunicates
558,2015-08-09 00:00:00,140,silverside
559,2015-08-09 00:00:00,12,striped bass
560,2015-08-09 00:00:00,2,hermit crab
561,2015-08-09 00:00:00,2,tautog
562,2015-08-09 00:00:00,4,asian shore crab
563,2015-08-09 00:00:00,1,bluefish
564,2015-08-09 00:00:00,2,box crab
565,2015-08-09 00:00:00,20,comb jelly
566,2015-08-09 00:00:00,1,shrimp
567,2015-09-12 00:00:00,23,porgy
568,2015-09-12 00:00:00,201,silverside
569,2015-09-12 00:00:00,2,pipefish
570,2015-09-12 00:00:00,1,blue crab
571,2015-09-12 00:00:00,1,shrimp
572,2015-09-12 00:00:00,2,flatfish
573,2015-09-12 00:00:00,1,bluespotted cornetfish
574,2015-09-12 00:00:00,2,comb jelly
575,2015-09-12 00:00:00,2,asian shore crab
576,2015-09-25 00:00:00,73,silverside
577,2015-09-25 00:00:00,1,blue crab
578,2015-09-25 00:00:00,2,comb jelly
579,2015-09-25 00:00:00,1,bluefish
580,2015-09-25 00:00:00,1,tautog
581,2015-09-25 00:00:00,8,asian shore crab
582,2015-09-25 00:00:00,1,snail
583,2015-09-25 00:00:00,5,menhaden
584,2015-10-15 00:00:00,3,flatfish
585,2015-10-15 00:00:00,1,tautog
586,2015-10-15 00:00:00,1,striped bass
587,2015-10-15 00:00:00,6,comb jelly
588,2015-10-15 00:00:00,1,shrimp
589,2015-10-15 00:00:00,1,porgy
590,2015-10-15 00:00:00,8,mussel
591,2016-05-26 00:00:00,11,comb jelly
592,2016-05-31 00:00:00,1,pipefish
593,2016-05-31 00:00:00,4,silverside
594,2016-05-31 00:00:00,1,snail
595,2016-05-31 00:00:00,1,snail
596,2016-05-31 00:00:00,3,shrimp
597,2016-05-31 00:00:00,2,green crab
598,2016-05-31 00:00:00,~20,asian shore crab
599,2016-05-31 00:00:00,~6,mussel
600,2016-05-31 00:00:00,~50,comb jelly
601,2016-06-01 00:00:00,2,silverside
602,2016-06-01 00:00:00,1,atlantic tomcod
603,2016-06-01 00:00:00,1,pipefish
604,2016-06-01 00:00:00,5,asian shore crab
605,2016-06-01 00:00:00,1,blue crab
606,2016-06-01 00:00:00,2,mussel
607,2016-06-01 00:00:00,25,comb jelly
608,2016-06-01 00:00:00,1,shrimp
609,2016-06-01 00:00:00,2,snail
612,2016-06-01 00:00:00,1,sandworm
613,2016-06-04 00:00:00,72,silverside
614,2016-06-04 00:00:00,80,comb jelly
615,2016-06-04 00:00:00,1,atlantic tomcod
616,2016-06-04 00:00:00,11,striped bass
617,2016-06-04 00:00:00,2,green crab
619,2016-06-04 00:00:00,7,asian shore crab
620,2016-06-04 00:00:00,1,sandworm
621,2016-06-04 00:00:00,2,pipefish
622,2016-06-04 00:00:00,4 clusters,tunicates
623,2016-06-04 00:00:00,1,blue crab
624,2016-06-04 00:00:00,8,snail
625,2016-06-04 00:00:00,11,shrimp
626,2016-06-04 00:00:00,2,jellyfish
627,2016-06-14 00:00:00,1,atlantic tomcod
628,2016-06-14 00:00:00,75,comb jelly
629,2016-06-14 00:00:00,4,asian shore crab
630,2016-06-15 00:00:00,1,silverside
631,2016-06-15 00:00:00,1,striped bass
632,2016-06-15 00:00:00,2,pipefish
633,2016-06-15 00:00:00,1,shrimp
634,2016-06-15 00:00:00,200,comb jelly
635,2016-06-15 00:00:00,1,asian shore crab
636,2016-07-01 00:00:00,1,lady crab
637,2016-07-01 00:00:00,1,asian shore crab
638,2016-07-01 00:00:00,10,comb jelly
639,2016-07-13 00:00:00,6,comb jelly
640,2016-07-13 00:00:00,1,blue crab
